评论,向量
"感觉 好像 未知数 带 口罩 勤洗手 出门 
",0 0 0 0 0 0 0 0 0 0.053499871717942286 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"受累 医患 平安 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.024836473351288385 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"平安 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0269380210963974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这时候 大好 湖北省 长 非常 痛心 内疚 自责 早 干嘛 人比 当地 情况 贴近 群众 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"平平安安 造谣 那年 盐 吃 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"平安 过个 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0269380210963974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"天佑 我大 湖北 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"肺 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 早日 找到 病源 研制 疫苗 抗性 药物 过个 平安 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.040794659583497345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029039568841506422 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"但愿 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"转发 微博 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"平安 健康 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029039568841506422 0 0 0.0274111057926594 0 0 0 0 0 0 0 0 0 0 0 
"加油 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"平安 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.0269380210963974 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 早点 找到 病因 早点 控制 早 发现 早 治疗 
",0 0 0 0 0 0 0 0 0 0 0 0.05612395382158906 0 0 0 0 0.04208889493861619 0 0.03976991334994059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新闻报道 传播 形式 好好 希望 公开 透明 准确 答复 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04708952930391738 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"划 重点 康复 出院 病毒 可控 
",0 0 0 0 0 0 -0.05804543885700456 0 0 0 0.05216332868308129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"工作者 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"公开 回答 疑问 杜绝 谣言 传播 方法 希望 尽快 找出 病因 研制 新药 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03976991334994059 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"东西 滑天下之大稽 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"死亡 诊断 重症 肺炎 急性 呼吸 窘迫 综合征 重度 脓毒 性休克 器官 功能 衰竭 酸碱 代谢 紊乱 肝硬化 死亡 原因 呼吸 循环 衰竭 一路 走 注意安全 
",0.2178344702823324 0 0 0 0 0 0 0 0 0 0 0 0 0.047415679111899894 0 0 0 0 0 0 0.0333203301372304 0 0 -0.05373972432325115 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021749405625345046 0 0 0 0 0 0 0 
"懂 官方 为准 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"方式 挺 安心 希望 多多 推广 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04233177893383247 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这份 通报 非常 到位 透明 非常 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03351384540645546 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"早安 健康 快 过年 祝 平安 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03178373862437604 0 0.023602530176649275 0.03000138971325759 0 0 0 0 0 0 0 0 0 0 0 
"病毒 可怕 
",0 0 0 0 0 0 -0.07081543540554557 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"可控 小心 吃 那种 奇奇怪怪 野味 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"王 主任 中招 一语 成畿 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"随处可见 口罩 希望 病毒 早点 清除 
",0 0 0 0 0 0 -0.05804543885700456 0 0 0.053499871717942286 0 0 0 0 0 0 0 0 0.03733004136528166 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"病毒 可控 感谢 医生 专家 辛苦 
",0 0 0 0 0 0 -0.05804543885700456 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"祖国 发展壮大 配套 监管 科技 魑魅魍魉 从未 分开 忘我 之心 国家 灭过 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"天后 当初 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"为啥 我想点 赞 评论 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"快 过年 希望 平平安安 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04220978533459952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.023602530176649275 0 0 0 0 0 0 0 0 0 0 0 0 
"看全 不明 原因 肺炎 出院 初步 确诊 冠状病毒 肺炎 出院 可杠 
",0.2178344702823324 0.13757941859903916 0 0 0 -0.07484583524843832 0 0 0 0 0.05216332868308129 0 0 0.047415679111899894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"通报 遏制 谣言 密切接触 发现 相关 案例 辛苦 
",0 0 0 0 0 0 0 0.05427426275605891 0 0 0 0.04923757911955359 0 0 0 0 0 0 0 0.03351384540645546 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025067901323520443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想象 社会秩序 依旧 多大 恐慌 医疗 水准 政府 这次 透明化 武汉市 民 政府 做好 防疫 保障 
",0 0 0 0.08748372300495277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"评论 区 阿猫阿狗 来秀 智商 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"评论 终于 语文 阅读 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"评论 想 恐慌 搞定 基因 测序 快 找到 针对性 治疗 方法 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.04004900371152989 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"到底 出院 口径 统一 
",0 0 0 0 0 0 0 0 0 0 0.05216332868308129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"持续 关注 这件 事情 发现 智商 看不懂 中文 理解 不了 过学 抱歉 说话 难听 懂 还要 抢 发言 抱怨 质疑 生气 
",0 0 0 0 0 0 0 0 0 0 0 0.04923757911955359 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"几天 出院 莫非 六人 住院 
",0 0 0 0 0 0 0 0 0 0 0.05216332868308129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"早 发现 早 诊断 早隔离 早 治疗 希望 早日康复 
",0 0 0 0 0 0 0 0 0 0 0 0.061736349203747966 0 0 0 0 0.04629778443247782 0 0.04374690468493465 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021749405625345046 0 0 0 0 0 0 0 
"出院 各说 
",0 0 0 0 0 0 0 0 0 0 0.05216332868308129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"早 发现 早 诊断 早隔离 早 治疗 希望 早日康复 
",0 0 0 0 0 0 0 0 0 0 0 0.059567141172606794 0 0 0 0 0.044671035732396336 0 0.04220978533459952 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021749405625345046 0 0 0 0 0 0 0 
"科学 病毒 
",0 0 0 0 0 0 -0.05804543885700456 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"加油 挺住 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"但愿 早日康复 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"前兆 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"死亡 一例 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.03370118305017445 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"可怕 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"号 死 公布 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"死亡 年龄 体质 撒 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.03312155582326727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"几天 出院 
",0 0 0 0 0 0 0 0 0 0 0.05216332868308129 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 专家 早日 研制 治愈 这病 良药 疫苗 真心 谢谢 辛苦 专家 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.049651394887809265 0 0 0 0 0 0 0 0 0.027616745704982505 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"外面 吃饭 外面 活动 猫 家里 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"通风 人多 地方 戴 口罩 勤洗手 希望 死亡 
",0 0 0 0 0 0 0 0 0 0.053499871717942286 0 0 0 0 0 0 0 0 0.03784241448206003 0 0 0 0 -0.030361426171328334 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"天呐 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"早 发现 早 诊断 早隔离 早 治疗 
",0 0 0 0 0 0 0 0 0 0 0 0.05757009250901651 0 0 0 0 0.04317339407200386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021749405625345046 0 0 0 0 0 0 0 
"有事 想到 妄想 迫害 症 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"确诊 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"做好 农贸市场 卫生防疫 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"透明化 恐慌 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"传染 率满 别去 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"出院 死亡 
",0 0 0 0 0 0 0 0 0 0 0.05216332868308129 0 0 0 0 0 0 0 0 0 0 0 0 -0.03312155582326727 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"医务人员 小心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02319903129866935 0 0 0 0 0 0 0 0 0 0 
"搞不懂 评论 阅读 理解 零分 语文 体育老师 教 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"评论 再次 认证 读书 重要性 阅读 能力 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"公开 免得 谣言 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"不让 不是故意 恐慌 这是 重视 到底 无知 故意 恐慌 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"早 发现 早 诊断 早隔离 早 治疗 科学家 政府 
",0 0 0 0 0 0 0 0 0 0 0 0.061736349203747966 0 0 0 0 0.04629778443247782 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021749405625345046 0 0 0 0 0 0 0 
"不明 肺炎 
",0.2178344702823324 0 0 0 0 -0.07484583524843832 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"我身 冇 惊过 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"医疗 专家组 传谣 不信谣 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025262666584745425 0 0 0 0 0 0 0 0 0 0 0.02160842581527042 0 0 0 0 0 0 
"国家 專家 医疗组 资料 不傳谣 信谣 個 健康 保护 注重 依赖 药物 缺乏 抵抗能力 謝謝 安哥 饮食 休息 健康 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02705043334801914 0 0 0 0 0 0 0 0 0 0 0 
"不信谣 传谣 医疗 专家组 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025262666584745425 0 0 0 0 0 0 0 0 0 0 0.02160842581527042 0 0 0 0 0 0 
"醫療 專家組 安哥 米奇 比心 米奇 比心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这是 内地 报道 呼吁 误信 造谣 理性 求证 回头 报道 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"通报 不明 原因 肺炎 情况 医疗 专家组 传谣 不信谣 
",0.2178344702823324 0 0 0 0 -0.07546955054217531 0 0 0 0 0 0 0 0.047415679111899894 0 0 0 0 0 0.03351384540645546 0 0 0 0 0 0 0 0 0 0 0 0 0.025262666584745425 0 0 0 0 0 0 0 0 0 0 0.02160842581527042 0 0 0 0 0 0 
"哥哥 早晨 元气 满满的 健康 快乐 平安 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.030567967201585708 0 0 0.02885379557122042 0 0 0 0 0 0 0 0 0 0 0 
"我国 医疗机构 不信谣 传谣 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.029649382369415573 0 0 0 0 0 0 0.025262666584745425 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"医疗 专家组 传谣 不信谣 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025262666584745425 0 0 0 0 0 0 0 0 0 0 0.02160842581527042 0 0 0 0 0 0 
"键盘 侠 眼里 政府 错 哭爹 喊娘 跪 地上 国家 救命 这帮 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"早 发现 早 诊断 早隔离 早 治疗 
",0 0 0 0 0 0 0 0 0 0 0 0.05757009250901651 0 0 0 0 0.04317339407200386 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021749405625345046 0 0 0 0 0 0 0 
"冠状病毒 一类 呼吸道 肠道 疾病 微生物 人类 冠状病毒 有种 人群 中较 常见 呼吸道 感染 症状 另种 冠状病毒 致病性 引发 致死 性肺炎 危害 最受 关注 冠状病毒 
",0 0.13757941859903916 0 0 0.07225615885875816 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.021269078129209536 0 -0.020186205302514033 0 
"非典 时期 美伊 战争 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.024974635013583504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想到 非典 那年 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.024974635013583504 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"只能 人类 病毒 越来越 怪病 越来越 
",0 0 0 0 0 0 -0.06443043713127507 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"研究 加油 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"公布 老百姓 放心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"肺炎 潜伏期 看不出来 
",0.2178344702823324 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"符合 出院 标准 按时 发布 进展 死亡 一人 一个个 网上 喷 通报 通报 几把 胡乱 比比 出院 疫苗 死 造谣 制造 恐慌 国家 为啥 通报 没错 看不懂 制造 恐慌 
",0 0 0 0 0 0 0 0 0 0 0.05216332868308129 0 0 0 0 0 0 0 0 0.03351384540645546 0 0 0 -0.037040939929020564 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"年月日 未 发现 发 未 发现 医务人员 感染 未 发现 传人 证据 官网 网页 链接 
",0 0 0 0 0.07225615885875816 0 0 0 0 0 0 0.04923757911955359 0.04891088937689361 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02319903129866935 0 0 0 0 0 0 0 0 0 0 
"这次 消息 透明 反而 放心 困难 国家 战胜 工作者 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"接触 一半 医务人员 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02319903129866935 0 0 0 0 0 0 0 0 0 0 
"通报 遏制 谣言 密切接触 发现 相关 案例 做好 预防措施 辛苦 
",0 0 0 0 0 0 0 0.05427426275605891 0 0 0 0.04923757911955359 0 0 0 0 0 0 0 0.03351384540645546 0 0 0 0 0 0 0 0 0 0 0 0 0 0.025067901323520443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"医务人员 辛苦 健康 平安 过年 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02674697130138749 0 0.023602530176649275 0.025247071124817867 0.02319903129866935 0 0 0 0 0 0 0 0 0 0 
"发布 消除 恐慌 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"远离 聚众 地方 严防 病毒 保护 
",0 0 0 0 0 0 -0.06384998274270502 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 早日 攻克 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.034890169380622726 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"不明 原因 空气 季节 原因 
",0 0 0 0 0 -0.07546955054217531 0 0 0 0 0 0 0 0.047415679111899894 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 快点 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.03757402856374755 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
